"Antigua Rainforest Paper Shopping Bags (Pup)
5 1/4"" x 3 1/2"" x 8 1/4"" - 250/case",ANT-P,Home|Bags - All Occasion Bags|Antigua Rainforest Paper Shopping Bags,"Antigua Rainforest Collection

Made from 100% recycled kraft containing 95% post-consumer & 5% post-industrial materials.

250/case.
Price/case.",,,,,,,1,$139.90 ,,,,,,Packaging400,Packaging160,http://www.packagingsource.com/resize/Shared/Images/Product/Antigua-Rainforest-Paper-Shopping-Bags-Pup/anitgua-shopping-bags.jpg,anitgua-shopping-bags.jpg,,,Packaging400,anitgua-shopping-bags.jpg
"Antigua Rainforest Paper Shopping Bags (Cub)
8"" x 4 3/4"" x 10 1/2"" - 250/case",ANT-C,Home|Bags - All Occasion Bags|Antigua Rainforest Paper Shopping Bags,"Antigua Rainforest Collection

Made from 100% recycled kraft containing 95% post-consumer & 5% post-industrial materials.

250/case.
Price/case.",,,,,,,1,$139.90 ,,,,,,Packaging400,Packaging160,http://www.packagingsource.com/resize/Shared/Images/Product/Antigua-Rainforest-Paper-Shopping-Bags-Cub/anitgua-shopping-bags.jpg,anitgua-shopping-bags.jpg,,,Packaging400,anitgua-shopping-bags.jpg
"Antigua Rainforest Paper Shopping Bags (Escort)
12 5/8"" x 6 1/4"" x 15 1/2"" - 250/case",ANT-E,Home|Bags - All Occasion Bags|Antigua Rainforest Paper Shopping Bags,"Antigua Rainforest Collection

Made from 100% recycled kraft containing 95% post-consumer & 5% post-industrial materials.

250/case.
Price/case.",,,,,,,1,$177.50 ,,,,,,Packaging400,Packaging160,http://www.packagingsource.com/resize/Shared/Images/Product/Antigua-Rainforest-Paper-Shopping-Bags-Escort/anitgua-shopping-bags.jpg,anitgua-shopping-bags.jpg,,,Packaging400,anitgua-shopping-bags.jpg
"Apple Toile Tissue Paper
20"" x 30"" - 240 sheets/pack",AT-T,Home|Tissue Paper|Exclusive Tissue Paper - Made in USA,"Apple Toile Collection - On Oatmeal - Tissue - Bulk
Prices are per pack of 240 sheets.",,,,,,,1,$27.90 ,,,,,,Packaging400,Packaging160,http://www.packagingsource.com/resize/images/Apple-Toile-Tissue-Paper.jpg,Apple-Toile-Tissue-Paper.jpg,,,Packaging400,Apple-Toile-Tissue-Paper.jpg
"Aruba Paper Shopping Bags (Cub)
8"" x 4 3/4"" x 10 1/2"" - 250/case",ARU-C,Home|Bags - All Occasion Bags|Aruba Paper Shopping Bags,"Aruba Collection

Made from 100% recycled kraft containing 95% post-consumer & 5% post-industrial materials.

250/case.
Price/case.",,,,,,,1,$129.90 ,,,,,,Packaging400,Packaging160,http://www.packagingsource.com/resize/images/Aruba-Collection.jpg,Aruba-Collection.jpg,,,Packaging400,Aruba-Collection.jpg
"Aruba Paper Shopping Bags (Vogue)
16"" x 6"" x 12"" - 100/case",ARU-V,Home|Bags - All Occasion Bags|Aruba Paper Shopping Bags,"Aruba Collection

Made from 100% recycled kraft containing 95% post-consumer & 5% post-industrial materials.

100/case.
Price/case.",,,,,,,1,$69.90 ,,,,,,Packaging400,Packaging160,http://www.packagingsource.com/resize/images/Aruba-Collection.jpg,Aruba-Collection.jpg,,,Packaging400,Aruba-Collection.jpg
"Bees Paper Shopping Bags (Pup)
5"" x 3"" x 8"" - 100/case",BEE-P,Home|Bags - All Occasion Bags|Bees Paper Shopping Bags,"Bees Collection Shopping Bags
All Occasion Packaging
100 bags per case
Price per case",,,,,,,1,$39.90 ,,,,,,Packaging400,Packaging160,http://www.packagingsource.com/resize/Shared/Images/Product/Bees-Paper-Shopping-Bags-Pup/bees-shopping-bags.jpg,bees-shopping-bags.jpg,,,Packaging400,bees-shopping-bags.jpg
"Bees Paper Shopping Bags (Cub)
8"" x 5"" x 10"" - 100/case",BEE-C,Home|Bags - All Occasion Bags|Bees Paper Shopping Bags,"Bees Collection Shopping Bags
All Occasion Packaging
100 Bags per case
Price per case",,,,,,,1,$49.90 ,,,,,,Packaging400,Packaging160,http://www.packagingsource.com/resize/Shared/Images/Product/Bees-Paper-Shopping-Bags-Cub/bees-shopping-bags.jpg,bees-shopping-bags.jpg,,,Packaging400,bees-shopping-bags.jpg
"Bees Paper Shopping Bags (Senior)
13"" x 7"" x 17"" - 100/case",BEE-S,Home|Bags - All Occasion Bags|Bees Paper Shopping Bags,"Bees Collection Shopping Bags
All Occasion Packaging
100 Bags per case
Price per case",,,,,,,1,$59.90 ,,,,,,Packaging400,Packaging160,http://www.packagingsource.com/resize/Shared/Images/Product/Bees-Paper-Shopping-Bags-Senior/bees-shopping-bags.jpg,bees-shopping-bags.jpg,,,Packaging400,bees-shopping-bags.jpg
"Black & White Stripes Paper Shopping Bags (Pup)
5"" x 3"" x 8"" - 100 per case",BWS-P,Home|Bags - All Occasion Bags|Black & White Stripes Paper Shopping Bags,"Black & White Stripes Collection
All Occasion Packaging
100 bags per case
Price per case

This collection features a gloss finish with a folded top for a clean and upscale look.

Available in 4 size shopping bags and coordinating gift wrap.",,,,,,,1,$45.90 ,,,,,,Packaging400,Packaging160,http://www.packagingsource.com/resize/Shared/Images/Product/Black-amp-White-Stripes-Paper-Shopping-Bags-Pup/black-and-white-stripe-shopping-bag.jpg,black-and-white-stripe-shopping-bag.jpg,,,Packaging400,black-and-white-stripe-shopping-bag.jpg
